Climate ID,Latitude,Longitude,Elevation,HLY First Year,HLY Last Year,PROVINCE
4028038,50.29,-107.69,816.9,2011.0,2025.0,SK
4028040,50.3,-107.68,816.9,1953.0,2011.0,SK
4028060,50.27,-107.73,825.0,1994.0,2025.0,SK
8205700,46.17,-60.05,61.9,1953.0,2014.0,NS
8205701,46.16,-60.05,61.9,2014.0,2025.0,NS
8205703,46.16,-60.05,61.9,2016.0,2025.0,NS
8205702,46.16,-60.04,62.5,2006.0,2025.0,NS
2403855,69.55,-93.58,27.4,2015.0,2025.0,NU
2403856,69.55,-93.58,27.4,2016.0,2025.0,NU
2403854,69.55,-93.58,27.4,1984.0,2015.0,NU
7118369,58.67,-69.95,36.9,1993.0,2015.0,QC
7118365,58.67,-69.96,36.9,2012.0,2025.0,QC
7118366,58.67,-69.96,36.9,2018.0,2025.0,QC
1088015,51.67,-124.4,875.0,2000.0,2025.0,BC
1068134,54.47,-128.58,217.3,2013.0,2025.0,BC
1068130,54.47,-128.58,217.3,1955.0,2013.0,BC
6048231,48.82,-87.1,289.6,1994.0,2007.0,ON
6048232,48.82,-87.09,290.0,2017.0,2025.0,ON
6048235,48.82,-87.1,289.6,2002.0,2007.0,ON
2101102,60.17,-132.73,705.0,1994.0,2025.0,YT
2101100,60.17,-132.74,705.0,1953.0,2014.0,YT
2101106,60.17,-132.74,705.0,2014.0,2025.0,YT
2101101,60.17,-132.74,705.0,2014.0,2025.0,YT
5052881,53.97,-101.09,270.6,2014.0,2018.0,MB
5052880,53.97,-101.1,270.4,1953.0,2014.0,MB
5052882,53.97,-101.09,270.6,2016.0,2025.0,MB
5052890,53.97,-101.1,274.0,2005.0,2025.0,MB
7028442,46.05,-71.27,430.0,2006.0,2025.0,QC
5062922,55.8,-97.86,224.0,1967.0,2014.0,MB
5062921,55.8,-97.86,224.0,2014.0,2025.0,MB
5062918,55.8,-97.88,214.0,2020.0,2025.0,MB
6048260,48.37,-89.32,199.3,2012.0,2025.0,ON
6048261,48.37,-89.33,199.0,1953.0,2012.0,ON
6048262,48.37,-89.32,199.3,2012.0,2025.0,ON
6048268,48.37,-89.33,199.4,2000.0,2025.0,ON
6078286,48.57,-81.38,294.7,2012.0,2025.0,ON
6078282,48.56,-81.39,294.4,2008.0,2025.0,ON
6078285,48.57,-81.38,294.7,1955.0,2012.0,ON
1038204,49.08,-125.77,24.4,2014.0,2025.0,BC
1038210,49.08,-125.77,24.4,2014.0,2025.0,BC
1038205,49.08,-125.77,24.5,1960.0,2014.0,BC
6158350,43.67,-79.4,112.5,1953.0,1969.0,ON
6158409,43.86,-79.37,198.1,2016.0,2023.0,ON
615HMAK,43.86,-79.37,198.1,1986.0,2015.0,ON
6158410,43.86,-79.37,198.1,2015.0,2019.0,ON
6158355,43.67,-79.4,112.5,2002.0,2025.0,ON
6158667,43.63,-79.4,76.8,2006.0,2010.0,ON
6158359,43.63,-79.4,76.8,2009.0,2025.0,ON
6158443,43.75,-79.48,198.1,1956.0,1982.0,ON
6158731,43.68,-79.63,173.4,2013.0,2025.0,ON
6158666,43.63,-79.4,76.5,1994.0,1994.0,ON
6158665,43.63,-79.4,76.5,1957.0,2006.0,ON
6158733,43.68,-79.63,173.4,1953.0,2013.0,ON
6158875,44.12,-77.53,86.3,1953.0,2025.0,ON
6158872,44.12,-77.53,86.3,2007.0,2022.0,ON
7018561,46.35,-72.68,60.7,2013.0,2025.0,QC
7018562,46.35,-72.52,6.0,1994.0,2025.0,QC
7018563,46.37,-72.68,62.2,1963.0,2025.0,QC
8205990,45.37,-63.27,39.9,1960.0,1986.0,NS
8205992,45.37,-63.27,39.9,1994.0,2005.0,NS
2203914,69.43,-133.02,4.6,1994.0,2025.0,NT
2203910,69.45,-133.0,18.3,1958.0,1993.0,NT
2203913,69.43,-133.03,4.3,2015.0,2025.0,NT
2203912,69.43,-133.03,4.3,1970.0,2015.0,NT
2203911,69.43,-133.03,4.3,2015.0,2025.0,NT
2201701,64.91,-125.57,100.3,2014.0,2025.0,NT
2201705,64.91,-125.57,100.3,2014.0,2025.0,NT
2201700,64.91,-125.57,100.3,1987.0,2014.0,NT
8404000,49.68,-54.82,4.9,1953.0,1967.0,NL
8404025,49.68,-54.8,92.3,1994.0,2025.0,NL
2502502,70.76,-117.81,36.0,2014.0,2025.0,NT
2502503,70.76,-117.81,36.0,2014.0,2025.0,NT
2502501,70.76,-117.81,36.0,1987.0,2014.0,NT
7108566,56.54,-76.52,76.5,2015.0,2025.0,QC
7108564,56.54,-76.52,76.5,2018.0,2025.0,QC
7108568,56.53,-76.52,76.5,1993.0,2015.0,QC
6049095,49.03,-90.47,488.5,1994.0,2025.0,ON
406QLD0,59.57,-108.48,318.2,1994.0,2025.0,SK
4068340,59.57,-108.48,318.2,1959.0,1986.0,SK
7098603,48.06,-77.79,338.9,2008.0,2025.0,QC
7098600,48.06,-77.79,337.4,1955.0,2012.0,QC
7018572,46.9,-71.5,167.9,1994.0,1999.0,QC
7018573,46.9,-71.5,167.6,2000.0,2022.0,QC
7018574,46.9,-71.5,167.6,1978.0,2025.0,QC
1108446,49.3,-123.12,2.5,1976.0,2025.0,BC
1108447,49.2,-123.18,4.3,1953.0,2013.0,BC
1108395,49.19,-123.18,4.3,2013.0,2025.0,BC
1108380,49.18,-123.19,2.1,2013.0,2025.0,BC
702327X,45.72,-73.38,17.9,1994.0,2016.0,QC
3016GF0,53.51,-112.1,639.3,1994.0,2025.0,AB
1128582,50.22,-119.19,482.0,2007.0,2025.0,BC
1128581,50.22,-119.19,482.0,1994.0,2008.0,BC
5032951,50.7,-96.57,220.1,1996.0,2025.0,MB
1018611,48.41,-123.32,61.0,1994.0,2025.0,BC
1018610,48.41,-123.33,69.5,1953.0,2000.0,BC
1018633,48.42,-123.39,0.0,2015.0,2025.0,BC
1018619,48.42,-123.39,0.0,2015.0,2025.0,BC
1018615,48.42,-123.39,0.0,1994.0,2015.0,BC
1018620,48.65,-123.43,19.5,1953.0,2013.0,BC
1018621,48.65,-123.43,19.5,2013.0,2025.0,BC
1018598,48.46,-123.3,60.1,1994.0,2025.0,BC
8504177,52.92,-66.86,551.4,2014.0,2025.0,NL
8504176,52.92,-66.86,551.4,2013.0,2025.0,NL
8504175,52.93,-66.87,551.4,1961.0,2013.0,NL
3066920,55.35,-114.98,583.7,1953.0,1971.0,AB
1148705,49.11,-117.74,566.9,2001.0,2025.0,BC
5013117,50.66,-99.94,627.4,1994.0,2025.0,MB
7098895,51.48,-78.75,24.1,1992.0,2014.0,QC
7098898,51.47,-78.76,24.1,2014.0,2025.0,QC
7098896,51.47,-78.76,24.1,2014.0,2025.0,QC
4068559,53.92,-106.07,569.4,1994.0,2025.0,SK
6149387,43.45,-80.38,317.0,1966.0,2002.0,ON
4018642,51.67,-105.4,525.6,1994.0,2025.0,SK
2101204,60.12,-128.83,683.3,2005.0,2025.0,YT
2101201,60.12,-128.82,687.3,2014.0,2025.0,YT
2101202,60.12,-128.82,687.3,2016.0,2025.0,YT
2101200,60.12,-128.82,687.4,1953.0,2014.0,YT
6059408,47.97,-84.78,287.1,1994.0,2015.0,ON
6059D09,47.97,-84.78,287.1,1977.0,2014.0,ON
6059407,47.97,-84.79,287.7,2014.0,2025.0,ON
6059413,47.97,-84.79,287.7,2014.0,2025.0,ON
6139449,42.97,-79.33,178.0,2005.0,2025.0,ON
7098908,53.01,-78.83,20.1,2014.0,2025.0,QC
7098905,53.01,-78.83,20.1,2014.0,2025.0,QC
7098904,53.02,-78.83,20.1,1992.0,2014.0,QC
1108824,49.35,-123.19,170.2,1994.0,2025.0,BC
8206240,43.99,-64.66,10.1,1959.0,2025.0,NS
6119M51,45.03,-80.37,191.1,1994.0,2025.0,ON
401HP5R,49.7,-103.8,588.6,1994.0,2025.0,SK
2303990,62.24,-92.6,12.2,2014.0,2025.0,NU
2303986,62.24,-92.6,12.2,1984.0,2013.0,NU
2303987,62.24,-92.6,12.2,2013.0,2025.0,NU
1048898,50.13,-122.95,657.8,1983.0,2014.0,BC
1100875,50.13,-122.95,659.0,2005.0,2025.0,BC
1048899,50.13,-122.95,657.8,2014.0,2025.0,BC
1108910,49.02,-122.78,13.0,1994.0,2025.0,BC
3067371,54.14,-115.78,784.7,1999.0,2016.0,AB
3067370,54.13,-115.67,740.7,1953.0,1978.0,AB
3057376,54.14,-115.79,782.4,2014.0,2025.0,AB
3067372,54.14,-115.79,782.4,1978.0,2014.0,AB
3067373,54.14,-115.79,782.4,2014.0,2025.0,AB
2101300,60.71,-135.07,706.2,1953.0,2012.0,YT
2101303,60.71,-135.07,706.2,2012.0,2025.0,YT
2101310,60.73,-135.1,707.0,2009.0,2025.0,YT
6119500,44.75,-81.11,222.2,1953.0,2014.0,ON
6119499,44.74,-81.11,221.9,2014.0,2025.0,ON
6119498,44.74,-81.11,221.9,2016.0,2025.0,ON
1098940,52.18,-122.05,939.7,1961.0,2012.0,BC
1098941,52.18,-122.05,939.7,2012.0,2025.0,BC
6139527,42.28,-82.96,189.6,2014.0,2018.0,ON
6139530,42.28,-82.96,189.6,2018.0,2025.0,ON
6139525,42.28,-82.96,189.6,1953.0,2014.0,ON
502S001,49.92,-97.25,238.7,2013.0,2025.0,MB
5023227,49.91,-97.24,238.7,2013.0,2025.0,MB
5023226,49.92,-97.23,238.7,2008.0,2013.0,MB
5023222,49.92,-97.23,238.7,1953.0,2013.0,MB
5023262,49.89,-97.13,230.0,1999.0,2025.0,MB
2204001,63.21,-123.44,149.7,2015.0,2023.0,NT
2204005,63.21,-123.44,149.7,2015.0,2025.0,NT
2204000,63.21,-123.44,149.7,1957.0,2015.0,NT
4019035,51.77,-104.2,560.8,1964.0,1991.0,SK
40190LN,51.77,-104.2,560.1,1994.0,2025.0,SK
8206500,43.83,-66.09,43.0,1953.0,2012.0,NS
8206495,43.83,-66.09,42.9,2012.0,2025.0,NS
8206496,43.83,-66.09,42.9,2016.0,2025.0,NS
8206491,43.83,-66.09,36.0,2012.0,2025.0,NS
2204101,62.46,-114.44,205.7,2013.0,2025.0,NT
2204100,62.46,-114.44,205.7,1953.0,2013.0,NT
2204300,61.24,-123.74,204.0,1973.0,2025.0,NT
4019085,51.26,-102.46,498.3,2005.0,2011.0,SK
4019073,51.26,-102.46,498.4,2011.0,2025.0,SK
4019075,51.26,-102.46,498.3,2011.0,2025.0,SK
4019080,51.27,-102.47,498.3,1953.0,2005.0,SK
